id,MS2 name,MS2 score,MS1 name,MS1 ppm,type,mz,rt
264,Pyruvate,0.7486,,,MS2 reverse,87.00848308,128.605
265,Glyceric acid,0.959,,,MS2 reverse,87.00851192,291.6145
267,,,,,Unmapped,87.0449923,213.01
279,,,,,Unmapped,88.04041755,257.737
285,L-Alanine,0.7531,,,MS2 forward,88.04007551,241.552
286,Oxalate,1,,,MS2 forward,88.98770695,402.018
289,DL-lactate,0.9824,,,MS2 forward,89.0241835,226.459
324,Phenol,0.9886,,,MS2 forward,93.03427998,223.342
329,,,,,Unmapped,93.04565103,271.0425
330,,,Phenol;Phenol;Benzenol;Hydroxybenzene;Phenic acid;Phenylic acid;Arene oxide;Phenol,23.9887841925437;23.6145803094169;23.6145803094169;23.6145803094169,MS1 mz matched,93.04412076,24.3665
344,,,,,Unmapped,94.98093002,120.377
365,,,,,Unmapped,96.02034516,270.892
417,,,L-2-Amino-3-oxobutanoic acid;L-Aspartate-semialdehyde;Acetylglycine;L-Aspartate 4-semialdehyde;Aspartate beta-semialdehyde;L-Aspartic 4-semialdehyde;2-Amino-3-oxobutanoate;2-Amino-acetoacetate;L-2-Amino-3-oxobutanoic acid;L-2-Amino-3-oxobutanoate;L-2-Amino-acetoacetate;(S)-2-Amino-3-oxobutanoic acid;(Z)-2-Methylperoxyaminoacrylate,12.0204103713771;12.0204103713771;12.0204103713771;11.9614567687649;11.9614567687649;11.9614567687649;11.9614567687649,MS1 mz matched,98.02462221,259.9045
436,,,Sodium hydroxide,7.501406514,MS1 mz matched,99.00617953,348.133
448,,,"Tiglic acid;Dihydro-5-methyl-2(3H)-furanone;2-Ethylacrylic acid;Angelic acid;Isopropenyl acetate;Ethyl acrylate;Glutaral;Dihydro-2-methyl-3(2H)-furanone;Dihydro-3-methyl-2(3H)-furanone;3-Methylbutyrolactone;Methyl methacrylate;2,4-Pentanedione;4-Pentenoic acid;2,3-Pentanedione;Senecioic acid;2-Pentenoic acid;5-Valerolactone;delta-Valerolactone;gamma-Valerolactone;Tiglic acid;(E)-2,3-Dimethylacrylic acid;Glutaral;1,5-Pentanedial;Glutaraldehyde;Methyl methacrylate;MMA;Methyl 2-methylpropenoate;Pentane-2,4-dione;Acetylacetone;2,4-Dioxopentane;Ethyl acrylate",15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.6967702618325;15.9916203908779;15.9916203908779;15.9916203908779;15.9916203908779;15.9916203908779;15.9916203908779,MS1 mz matched,99.04496152,130.4115
463,,,,,Unmapped,100.0038512,223.1725
465,,,,,Unmapped,100.0036793,190.0215
471,3-Butynoic acid,0.7794,,,MS2 reverse,100.0399428,70.982
477,,,,,Unmapped,100.0767852,268.237
484,,,,,Unmapped,100.985151,348.918
493,Acetoacetic acid,0.9184,,,MS2 reverse,101.0238642,105.428
513,,,,,Unmapped,102.0557637,298.516
515,Dimethylglycine,0.9666,,,MS2 reverse,102.0559709,321.187
517,,,,,Unmapped,102.0556481,433.2375
520,(S)-2-aminobutyric acid,0.9943,,,MS2 reverse,102.0560337,340.692
528,Malonic acid,0.9551,,,MS2 forward,103.0030341,369.863
533,,,2-Cyanopyridine;4-Cyanopyridine,21.9911301128142;21.9911301128142,MS1 mz matched,103.0396879,233.675
535,D(-)-beta-hydroxy butyric acid,0.9227,,,MS2 forward,103.0394826,373.568
536,2-hydroxy-butanoic acid,0.9959,,,MS2 reverse,103.0398771,130.208
545,L-Serine,0.901,,,MS2 forward,104.0350459,360.074
580,,,,,Unmapped,106.9805022,152.778
589,,,,,Unmapped,107.0494544,187.362
591,p-Cresol,0.9407,,,MS2 forward,107.0493251,110.298
596,,,,,Unmapped,107.0616402,24.307
625,Pyrocatechol,0.9852,,,MS2 forward,109.0294977,68.781
644,Beta-Alanine,0.6611,,,MS2 reverse,110.0246838,82.01
646,Cytosine,0.8745,,,MS2 forward,110.0352416,103.787
654,Histamine,0.9266,,,MS2 reverse,110.0719599,297.179
663,,,,,Unmapped,110.9749684,34.594
669,Dihydroxyacetone,1,,,MS2 reverse,111.0084966,566.48
674,Uracil,0.9995,,,MS2 forward,111.0200348,88.901
725,,,,,Unmapped,112.0401795,146.1485
788,Maleamic acid,0.9582,,,MS2 forward,114.0188139,301.708
792,,,,,Unmapped,114.0300352,175.404
796,,,,,Unmapped,114.0554856,252.528
813,,,,,Unmapped,114.9799223,320.453
814,,,,,Unmapped,114.9855817,75.508
817,,,Maleic acid;Fumaric acid;Fumarate;Fumaric acid;trans-Butenedioic acid;Maleic acid;Maleate;cis-Butenedioic acid;Formylpyruvate,-8.26301249087281;-8.26301249087281;-8.61987225341187;-8.61987225341187;-8.61987225341187,MS1 mz matched,115.0028759,425.7735
820,,,,,Unmapped,115.0140926,94.618
829,,,,,Unmapped,115.0396622,70.665
831,Levulinic acid,0.6109,,,MS2 forward,115.0392805,131.806
862,Indole,0.9932,,,MS2 forward,116.0500029,243.851
867,,,"Betaine;Amyl Nitrite;Norvaline;Vaporole;5-Aminopentanoic acid;L-Valine;N-Methyl-a-aminoisobutyric acid;L-Valine;2-Amino-3-methylbutyric acid;5-Aminopentanoate;5-Aminopentanoic acid;5-Aminovaleric acid;Betaine;Trimethylaminoacetate;Glycine betaine;N,N,N-Trimethylglycine;Trimethylammonioacetate;D-Norvaline;D-2-Aminovaleric acid;D-2-Aminopentanoic acid;L-Norvaline;L-2-Aminovaleric acid;L-2-Aminopentanoic acid;(S)-2-Aminopentanoic acid;2-Amino-2-methylbutanoate;D-Valine;(R)-2-Amino-3-methylbutyric acid;Amyl nitrite;Isoamyl nitrite;4-Methylaminobutyrate;gamma-N-Methylaminobutyrate;Valine",8.7240255442326;8.7240255442326;8.7240255442326;8.7240255442326;8.7240255442326;8.7240255442326;8.7240255442326;8.54124138406354;8.54124138406354;8.54124138406354;8.54124138406354;8.54124138406354;8.54124138406354;8.54124138406354;8.54124138406354;8.54124138406354;8.54124138406354,MS1 mz matched,116.0708674,389.037
868,,,,,Unmapped,116.0709732,199.0825
869,,,,,Unmapped,116.0711009,286.671
884,Succinate,0.9678,,,MS2 forward,117.0190802,366.822
886,Methylmalonic acid,0.9707,,,MS2 forward,117.0187841,442.767
898,2-Hydroxy-3-methylbutyric acid,0.9708,,,MS2 forward,117.0550896,248.613
899,2-Methyl-3-hydroxybutyric acid,0.8087,,,MS2 forward,117.0551476,354.455
919,L-Threonine,0.9778,,,MS2 forward,118.0504173,338.814
950,,,,,Unmapped,119.0342175,295.946
951,,,Purine;Purine;Purine base,20.0252248191726;19.9927359726684,MS1 mz matched,119.0346406,236.166
954,,,,,Unmapped,119.0496737,182.793
990,,,,,Unmapped,121.0288418,292.386
995,D-Threitol,0.828,,,MS2 forward,121.0500039,173.633
997,3-Hexanone,0.9995,,,MS2 reverse,121.0647889,150.049
1015,,,3-Chloro-D-alanine;3-Chloro-L-alanine,2.43885188605154;2.43885188605154,MS1 mz matched,121.9987623,270.388
1016,Nicotinate,0.9998,,,MS2 forward,122.0238102,378.417
1029,,,,,Unmapped,122.966877,350.182
1045,5-Hydroxymethyluracil,0.8339,,,MS2 reverse,123.01787,25.2705
1050,,,,,Unmapped,123.0443236,215.0845
1051,Isovaleric acid,0.8028,,,MS2 reverse,123.0437467,103.573
1055,,,,,Unmapped,123.0567368,23.4525
1070,Taurine,0.999,,,MS2 forward,124.0060496,175.102
1072,,,Taurine;Taurine;2-Aminoethanesulfonic acid;Aminoethylsulfonic acid,-0.979085143090886;-1.26865080671316,MS1 mz matched,124.0145414,308.463
1090,,,,,Unmapped,124.9914103,167.026
1103,,,,,Unmapped,125.0351237,82.295
1114,,,"Allyl crotonate;2-(Ethoxymethyl)furan;xi-5-Isopropyl-2(5H)-furanone;3,5-Dimethyl-1,2-cyclopentanedione;3-Ethyl-1,2-cyclopentanedione;3-Methyl-1,2-cyclohexanedione;3,4-Dimethyl-1,2-cyclopentanedione;xi-4-Hydroxy-4-methyl-2-cyclohexen-1-one;Methyl sorbate;Enol-3-Ethyl-1,2-cyclopentanedione;4-Hydroxy-4-methyl-5-hexenoic acid gamma lactone;3-(3-Ethyloxiranyl)-2-propenal;Toluene-cis-dihydrodiol;(1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol;1-Cyclohexenecarboxylic acid;Cyclohex-1-enecarboxylic acid;1-Cyclohexene-1-carboxylic acid",24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.732668332013;24.5708470263596;24.5708470263596,MS1 mz matched,125.0711976,293.9265
1116,,,,,Unmapped,125.0961738,324.3575
1128,,,4-Chloroaniline;1-Amino-4-chlorobenzene,0.282635104,MS1 mz matched,126.0189359,285.937
1130,Hydroxyhydroquinone,0.6484,,,MS2 reverse,126.0297738,103.807
1134,5-Aminoimidazole-4-carboxamide,0.9471,,,MS2 reverse,126.0554236,268.2285
1154,Barbituric acid,0.9479,,,MS2 reverse,127.0136138,31.066
1159,Dihydrothymine,0.9999,,,MS2 reverse,127.0510105,343.4
1167,,,,,Unmapped,127.0755954,333.737
1186,L-Pyroglutamic acid,0.9543,,,MS2 forward,128.0342901,208.3495
1188,Ammelide,0.8556,,,MS2 reverse,128.0342585,146.317
1212,Mesaconic acid,0.8645,,,MS2 forward,129.0192706,415.716
1213,Cyanuric acid,0.9997,,,MS2 reverse,129.018691,227.42
1221,,,"Methyl hydrogen fumarate;Itaconic acid;Gamma-delta-Dioxovaleric acid;2,5-Dioxopentanoate;Citraconic acid;Glutaconic acid;Mesaconic acid;2-Pentendioate;2-Hydroxyglutaric acid lactone;2,5-Dioxopentanoate;2-Oxoglutarate semialdehyde;Itacote;Itaconic acid;Methylenesuccinic acid;Mesacote;2-Methylfumarate;Mesaconic acid;Methylfumaric acid;(E)-2-Methyl-2-butenedioic acid;Acetylpyruvate;Acetylpyruvic acid;2,4-Dioxopentanoate;(E)-Glutacote;trans-Glutacote;trans-Glutaconic acid;Glutaconic acid;2-Methylmaleate;Citracote;Citraconic acid;Methylmaleic acid;4,5-Dioxopentanoate;4-Oxoglutarate semialdehyde",24.0112391704099;24.0112391704099;24.0112391704099;24.0112391704099;24.0112391704099;24.0112391704099;24.0112391704099;24.0112391704099;24.0112391704099;24.0781501631827;24.0781501631827;24.0781501631827;24.0781501631827;24.0781501631827;24.0781501631827;24.0781501631827,MS1 mz matched,129.0297308,51.669
1222,,,"4-Fluorocyclohexadiene-cis,cis-1,2-diol;1-Fluorocyclohexadiene-cis,cis-1,2-diol",-15.3795283099402;-15.3795283099402,MS1 mz matched,129.0331191,28.962
1226,,,"Ketoleucine;Sherry lactone;(4S,6S)-3,4,5,6-Tetrahydro-4-hydroxy-6-methyl-2H-pyran-2-one;Pantolactone;3-Methyl-2-oxovaleric acid;3-Oxohexanoic acid;Methyl levulinate;Ethyl 3-oxobutanoate;Adipate semialdehyde;5-Ethoxy-4,5-dihydro-2(3H)furanone;2-Methyl-3-ketovaleric acid;Acetoin acetate;Mevalonolactone;2-Ketohexanoic acid;Ethyl acetoacetate;4-Methyl-2-oxopentanoate;2-Oxoisocaproate;(S)-3-Methyl-2-oxopentanoic acid;(S)-3-Methyl-2-oxopentanoate;(3S)-3-Methyl-2-oxopentanoic acid;(3S)-3-Methyl-2-oxopentanoate;2-Oxohexanoic acid;2-Oxohexanoate;alpha-Ketocaproic acid;(R)-Pantolactone;(R)-Pantoyl lactone;(3R)-Dihydro-3-hydroxy-4,4-dimethyl-2(3H)-furanone;3-Oxohexanoic acid;3-Oxohexanoate;5-Oxohexanoic acid;5-Oxohexanoate;4-Acetylbutyric acid;6-Hydroxyhexan-6-olide;6-Hydroxy-6-hexanolactone;3-Methyl-2-oxopentanoate;2-Oxo-3-methylvalerate;beta-Ketoisocaproate;beta-Ketoisocaproic acid;3-Oxo-4-methylpentanoate;4-Methyl-3-oxopentanoic acid;Ethyl 3-oxobutanoate;Ethyl acetoacetate;(3R)-3-Methyl-2-oxopentanoic acid;(R)-2-Oxo-3-methylpentanoic acid;(R)-2-Oxo-3-methylpentanoate;Adipate semialdehyde;Hexan-1-one-6-carboxylate;6-Oxohexanoate;6-Oxohexanoic acid;1-Oxa-2-oxo-3-hydroxycycloheptane;2-Hydroxyethyl methacrylate;HEMA",7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.73317580598571;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285;7.68858168737285,MS1 mz matched,129.0545172,47.758
1228,Dihydroxyfumarate,0.8571,,,MS2 reverse,129.0548668,360.83
1237,,,"Methyl hydrogen fumarate;Itaconic acid;Gamma-delta-Dioxovaleric acid;2,5-Dioxopentanoate;Citraconic acid;Glutaconic acid;Mesaconic acid;2-Pentendioate;2-Hydroxyglutaric acid lactone;Ethyl isovalerate;Isoamyl  acetate;Heptanoic acid",24.0286797639247;24.0286797639247;24.0286797639247;24.0286797639247;24.0286797639247;24.0286797639247;24.0286797639247;24.0286797639247;24.0286797639247;18.6480491071296;18.6480491071296;18.6480491071296,MS1 mz matched,129.1018261,101.918
1256,N-Acetyl-L-alanine,0.9998,,,MS2 reverse,130.0505229,372.877
1264,Dihydrouracil,0.9992,,,MS2 reverse,130.0652045,135.018
1268,,,2-Oxosuccinamate;Iminoaspartic acid;2-Oxosuccimate;2-Oxosuccimic acid;gamma-Aminooxaloacetate;Oxaloacetamide;Iminoaspartate;Iminoaspartic acid;Iminosuccite,-1.3937330075227;-1.3937330075227;-1.3937330075227;-1.3937330075227,MS1 mz matched,130.0866173,251.186
1269,,,"6-Deoxyfagomine;Beta-Leucine;L-Alloisoleucine;(±)-erythro-Isoleucine;D-Leucine;L-Leucine;Aminocaproic acid;L-Isoleucine;L-Norleucine;N-(2-Hydroxyethyl)-morpholine;3-Aminocaproic acid;L-Leucine;2-Amino-4-methylvaleric acid;(2S)-alpha-2-Amino-4-methylvaleric acid;(2S)-alpha-Leucine;L-Isoleucine;2-Amino-3-methylvaleric acid;D-Leucine;D-2-Amino-4-methylvaleric acid;L-Norleucine;L-Aminohexanoic acid;L-Aminohexanoate;L-2-Aminohexanoic acid;L-2-Aminohexanoate;(S)-2-Aminohexanoic acid;6-Aminohexanoate;6-Aminohexanoic acid;Epsilcapramine;6-Aminocaproic acid;(3R)-beta-Leucine;(3R)-3-Amino-4-methylpentanoic acid;(3R)-3-Amino-4-methylvaleric acid;D-Isoleucine;(2R,3R)-2-Amino-3-methylvaleric acid;beta-Alaninebetaine;beta-Alanine betaine;Propiobetaine;Trimethylalanine;Isoleucine;Leucine;D-allo-Isoleucine;L-allo-Isoleucine",-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-20.0519275735518;-19.8330060887408;-19.8330060887408;-19.8330060887408;-19,MS1 mz matched,130.0865227,181.6265
1271,L-Isoleucine,0.6953,,,MS2 reverse,130.0863325,222.649
1284,Pyruvaldehyde,0.9885,,,MS2 reverse,131.0341146,381.2165
1285,Glutaric acid,0.9862,,,MS2 forward,131.0342412,348.1395
1292,L-Asparagine,0.9769,,,MS2 forward,131.0454066,360.236
1298,5-Hydroxyhexanoic acid,0.8523,,,MS2 forward,131.0705299,222.0715
1303,,,"5-Hydroxyhexanoic acid;4,4-Dimethoxy-2-butanone;Paraldehyde;D-Leucic acid;Butoxyacetic acid;(R)-3-Hydroxyhexanoic acid;2-Hydroxy-3-methylpentanoic acid;2-Ethyl-2-Hydroxybutyric acid;2-Methyl-3-hydroxyvaleric acid;2-Hydroxycaproic acid;6-Hydroxyhexanoic acid;Ethyl (±)-3-hydroxybutyrate;Threo-3-Hydroxy-2-methylbutyric acid;Hydroxyisocaproic acid;(5R)-5-Hydroxyhexanoic acid;(+/-)-1-Acetoxy-1-ethoxyethane;Leucinic acid;D-2-Hydroxyisocaproate;Ethyl (R)-3-hydroxybutanoate;6-Hydroxyhexanoic acid;6-Hydroxyhexanoate;Paraldehyde",21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;21.8044333756246;22.1398470304454;22.1398470304454;22.1398470304454;22.1398470304454,MS1 mz matched,131.0815242,373.614
1320,Diglykokoll,0.8083,,,MS2 reverse,132.0290818,383.41
1325,,,Iminodiacetic acid;D-Aspartic acid;L-Aspartic acid;L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp;D-Aspartate;D-Aspartic acid;Aspartate;Aspartic acid;Iminodiacetate,12.7039361247663;12.7039361247663;12.7039361247663;12.7618152777714;12.7618152777714;12.7618152777714;12.7618152777714,MS1 mz matched,132.0391978,339.823
1329,,,,,Unmapped,132.0593814,27.101
1332,,,,,Unmapped,132.065689,296.4365
1336,,,,,Unmapped,132.0808331,170.346
1348,,,Mercaptopurine;Thiopurine;6-Mercaptopurine;Mercaptopurine,-4.38638999546027;-4.60478753196701;-4.60478753196701,MS1 mz matched,132.9956905,283.253
1349,L-Malic acid,0.9395,,,MS2 forward,133.0129465,401.223
1350,Glyoxylate,0.8993,,,MS2 reverse,133.0129971,297.914
1364,"2,3-Dihydroxy-3-methylbutyric acid",0.9132,,,MS2 forward,133.0504155,147.965
1380,4-Aminosalicylic acid,0.6673,,,MS2 forward,134.0225887,104.399
1386,Adenine,0.9242,,,MS2 forward,134.0465424,100.184
1389,,,,,Unmapped,134.0605287,178.415
1410,Gentisic acid,0.9681,,,MS2 reverse,135.0112849,282.537
1413,L-Threonate,0.9389,,,MS2 forward,135.0301239,303.586
1415,Hypoxanthine,0.9732,,,MS2 reverse,135.0302779,126.214
1425,Imidazole,0.894,,,MS2 reverse,135.066069,130.24
1444,Salicylamide,0.8025,,,MS2 reverse,136.0390489,54.214
1445,Anthranilic acid (Vitamin L1),0.9998,,,MS2 reverse,136.0401296,82.067
1453,Tyramine,0.9675,,,MS2 reverse,136.0743325,170.377
1475,Salicylic acid,0.9989,,,MS2 forward,137.0233628,175.567
1484,2-(4-Hydroxyphenyl)ethanol,0.6522,,,MS2 reverse,137.059601,181.698
1506,3-Aminopropanesulphonic Acid,0.9995,,,MS2 forward,138.0215406,244.986
1510,Gentisaldehyde,0.9876,,,MS2 reverse,138.0298367,102.99
1511,Betaine aldehyde,0.9812,,,MS2 forward,138.0360059,180.835
1513,4-Hydroxybenzaldehyde,0.7873,,,MS2 reverse,138.0548083,40.8205
1514,,,,,Unmapped,138.0554899,191.174
1534,,,,,Unmapped,139.0055345,73.761
1557,,,Cerium;Sulfoacetate;Sulfoacetic acid,7.13694367507175;12.8465719636621,MS1 mz matched,139.1117655,198.319
1595,,,,,Unmapped,140.5880814,348.1355
1601,,,,,Unmapped,140.9849422,55.979
1607,2-Oxoadipic acid,0.9682,,,MS2 forward,141.016772,348.027
1618,,,5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone;Mesifurane;Erinapyrone A;Erinapyrone B;Homofureanol;4-Oxocyclohexanecarboxylate,20.4620493631639;20.4620493631639;20.4620493631639;20.4620493631639;20.4620493631639;20.4212215707295,MS1 mz matched,141.0659011,286.141
1649,,,,,Unmapped,142.0504145,251.6965
1658,Thymine,0.9993,,,MS2 reverse,142.0653213,189.808
1694,,,"Hydroxyminaline;2,3,6-Trihydroxypyridine;5-Hydroxypyrrole-2-carboxylate",16.19341496704;16.5319314255379;16.5319314255379,MS1 mz matched,143.0450907,329.958
1696,,,"trans-2-Hexenedioic acid;3-Hexenedioic acid;3-Hydroxyadipic acid 3,6-lactone;Maleic acid homopolymer;Ethyl hydrogen fumarate;(E)-2-Methylglutaconic acid;Dimethyl fumarate;3-Methylglutaconic acid;2,3-Dimethylmaleate;Dimethylmaleic acid;Triacetate;3,5-Dioxo-hexanoic acid;Methylitacote;2-Methylene-3-methylsuccite;2-Methyleneglutarate;alpha-Methylene glutarate;2-Hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one;Microthecin;1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose;Ascopyrone M;1,5-Anhydro-4-deoxy-D-glycero-hex-1-en-3-ulose;Ascopyrone P;5-Hydroxy-2-(hydroxymethyl)-2H-pyran-4(3H)-one",20.1711638391374;20.1711638391374;20.1711638391374;20.1711638391374;20.1711638391374;20.1711638391374;20.1711638391374;20.1711638391374;19.8844367243257;19.8844367243257;19.8844367243257;19.8844367243257;19.8844367243257;19.8844367243257;19.8844367243257,MS1 mz matched,143.0451642,228.338
1739,Isobutyrylglycine,0.9863,,,MS2 forward,144.0668856,199.933
1741,,,2-Keto-6-aminocaproate;N-Butyrylglycine;(S)-2-amino-6-oxohexanoate;(S)-5-Amino-3-oxohexanoate;Allysine;N-(2-Carboxymethyl)-morpholine;Isobutyrylglycine;4-Acetamidobutanoate;4-Acetamidobutanoic acid;L-trans-5-Hydroxy-2-piperidinecarboxylic acid;Methyl aminolevulinate;L-cis-4-(Hydroxymethyl)-2-pyrrolidinecarboxylic acid;4-Acetamidobutanoate;N4-Acetylaminobutanoate;6-Amino-2-oxohexanoate;2-Oxo-6-aminocaproate;(S)-5-Amino-3-oxohexanoic acid;(S)-5-Amino-3-oxohexanoate;L-2-Aminoadipate 6-semialdehyde;2-Aminoadipate 6-semialdehyde;L-Allysine;Allysine;(S)-2-Amino-6-oxohexanoate;2-Amino-5-oxohexanoate,7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.62921553691574;7.58234251632908;7.58234251632908;7.58234251632908;7.58234251632908;7.58234251632908,MS1 mz matched,144.0664755,268.237
1774,Monomethyl glutaric acid,0.9178,,,MS2 reverse,145.0492483,96.3195
1775,"2,2-Dimethylsuccinic acid",0.8984,,,MS2 reverse,145.0491046,376.949
1776,L-Glutamine,0.9245,,,MS2 forward,145.0607388,356.539
1785,L-Lysine,0.9879,,,MS2 reverse,145.0969962,364.5475
1800,L-Glutamate,0.9839,,,MS2 forward,146.044877,433.1955
1812,,,8-Oxoguanine;,-3.63394981267895;,MS1 mz matched,146.0802043,257.805
1813,,,,,Unmapped,146.0808897,338.769
1832,(S)-2-Hydroxyglutarate,0.8201,,,MS2 forward,147.0291352,373.9755
1836,"D-Arabinono-1,4-lactone",0.9817,,,MS2 forward,147.0285538,108.0905
1837,p-Hydroxycinnamaldehyde,0.7606,,,MS2 reverse,147.0441186,244.216
1847,Hydroxyacetone,0.7911,,,MS2 reverse,147.0649165,276.0705
1862,,,,,Unmapped,148.0390957,32.741
1868,Sarcosine,0.9885,,,MS2 reverse,148.0603697,151.008
1870,N6-Methyladenine,0.9385,,,MS2 forward,148.0619145,130.862
1882,Tartaric acid,0.9498,,,MS2 forward,149.00767,400.742
1892,,,,,Unmapped,149.0464024,103.719
1893,D-Ribose,0.9935,,,MS2 reverse,149.0463443,145.885
1896,3-Phenylpropanoic acid,0.7782,,,MS2 reverse,149.0593352,119.265
1898,,,"2-Ethyl-4-(2-furanyl)-2-propenal;4-Coumaryl alcohol;Benzyl acetate;Ethyl benzoate;3-Methylphenylacetic acid;4-Hydroxy-3-methylacetophenone;2'-Methoxyacetophenone;2-(2-Furanyl)-3-methyl-2-butenal;2-Methoxy-4-vinylphenol;2-Phenylpropionate;4-Ethoxybenzaldehyde;2-Phenylethyl formate;4-Ethylbenzoic acid;2'-Hydroxy-5'-methylacetophenone;Methyl phenylacetate;1-Phenylethyl formate;Hydrocinnamic acid;o-Tolyl acetate;3,4-Dimethylbenzoic acid;4'-Methoxyacetophenone;p-Tolyl acetate;Tolylacetate;p-Cresyl acetate;p-Tolyacetate;4-Coumaryl alcohol;4-Hydroxycinmyl alcohol;p-Coumaryl alcohol;Phenylpropanoate;3-Phenyl-propionic acid;3-Phenylpropanoic acid;3-Phenylpropionic acid;p-Hydroxypropiophenone;Paroxypropione;Benzyl acetate;4-Hydroxydihydrocinmaldehyde;3-(p-Hydroxyphenyl)propal;4-Vinylguaiacol;Phenyl glycidyl ether;(2E,4E,6E)-4-Methylocta-2,4,6-trienedial",20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.6752829000649;20.5393418055993;20.5393418055993;20.5393418055993;20.5393418055993;20.5393418055993;20.5393418055993;20.5393418055993;20.5393418055993;20.5393418055993,MS1 mz matched,149.0711823,180.677
