"","mid","Hotelling.T2","ac_vip_c1","ab_vip_c1","bc_vip_c1"
"29","Ribothymidine",24.05706,0.861804382116529,0.235099025484729,1.05662729038511
"30","Phenacemide",24.04852,1.80791412672869,1.79426274369544,1.27978155185068
"31","Pyruvate",22.83487,0.759477229596584,1.52623466024406,0.018618594452579
"32","N-Acetyl-D-glucosamine",22.6177,1.02758989336616,0.0425813596985054,1.49240070500796
"33","Sebacic acid",21.91974,0.36459981949978,1.06630187612915,1.28643478982436
"34","Pyridoxal Vitamin B6",21.7629,0.338016017761833,0.500593480712459,0.841279437333978
"35","O-Succinyl-L-homoserine",20.52706,0.964786713209921,1.06960303026968,0.602231804932372
"36","Pyridoxamine 5'-phosphate",20.1975,0.655013412225298,0.175148978937639,0.805635710865602
"37","N-Formylmethionyl-Leucylphenylalanine",20.0187,0.647153790390229,0.834765168810351,0.31949678505243
"38","Sucrose",18.33846,0.78144671076691,0.373580816594438,0.842604791873756
"39","Pantothenate",18.04687,0.58557813552503,0.857746611209024,0.215357962665299
"40","p-Hydroxyphenylbutazone",17.63025,0.59567089812905,0.484972808830646,0.498131773556364
"41","Propylene glycol",17.22498,4.32655117311068,0.669544326111205,6.63659804349387
"42","Perindopril",17.10688,1.00069131516915,0.493462229834413,1.06815781975234
"43","Nafcillin",16.76318,1.22867815924953,1.18556595303743,0.894116192561064
"44","Pyridoxal 5'-phosphate",16.08093,0.850165581225913,1.22483598293438,0.327408033602375
"45","Sedoheptulose",15.96872,0.90236125156545,0.845001557201853,0.675156977438446
"46","O-Phospho-L-threonine",15.33812,0.715465993433149,0.319276057864114,1.24764137791254
"47","Thiamine monophosphate",14.61922,0.858690671336291,1.96487738605255,0.193334169267668
"48","Ribitol",14.43578,0.533756028847713,0.820368987412133,0.168555229619176
"49","Stearic acid",13.0376,1.22026553937844,1.14803492958079,0.909173624939525
"50","Urocanic acid",12.963,0.992712457006108,1.00313124946399,0.689819201976618
"51","Rosiglitazone",12.81152,1.02556141028898,1.01784463162305,0.72595220595367
"52","Xanthosine",12.50998,0.86367504528227,0.666200299364487,0.74887249880588
"53","Primidone",12.4176,0.208901501006779,1.50354574593736,0.785471725371798
"54","Temazepam",12.17662,0.650861011594057,1.23571029201354,0.0360685142119429
"55","Nomilin",11.94453,1.28735551752003,1.20336548633849,0.964767740171691
"56","Succinate",11.61393,0.580587789430187,0.245403765160413,0.6491785770402
"57","N-Acetyl-DL-methionine",10.54554,0.142200938694483,0.888427424919802,0.437434998485348
"58","Stachyose",10.43346,0.881320456837088,0.587482149161066,0.830654226773587
"59","Pectin Galacturonic acid",10.20372,1.26984670045211,1.35024441924626,0.834100935824161
"60","N-Acetylneuraminic acid",10.06232,0.500609221774294,0.211709763020925,0.559671060305162
"61","Sepiapterin",9.99834,0.232813183812374,0.66278845524418,0.146067641839376
"62","Zingerone",9.89813,0.261191893068943,0.744556576317237,0.164576501501687
"63","Scytalone",9.5661,1.09254132604847,0.659941102201677,1.07894023236776
"64","Pseudouridine",9.48709,0.441718979255812,0.00147360995477673,0.627281265939086
"65","N-Formylmethionine",9.39997,2.77187577126298,0.00407541581956808,3.94004054151605
"66","Oleic acid",9.21275,0.601681329343344,0.263819957789844,1.04585210612243
"67","Prunasin",9.11612,0.540044925346415,0.924380739508181,0.102607161664164
"68","Salsalate",8.4303,0.47618104188772,0.818321416265216,0.0881295491719371
"69","Nicotinate",8.42629,0.288529309939965,0.631693967748521,0.865284229618681
"70","Uridine 5'-monophosphate UMP",8.28642,0.862345278734129,0.484566184730148,0.877767117292362
"71","O-Acetyl-L-serine",8.03362,0.984423251966514,0.12294303189649,1.48886111060338
"72","Tetrahydrobiopterin",7.61189,0.800275478847979,0.399659001650971,0.850610913329572
"73","Salidroside",7.59174,0.454142818801189,0.265063659707376,0.455155270291755
"74","N-Acetylaspartate",7.4127,0.38893683018186,0.910149460263542,0.102095833671931
"75","Troglitazone",7.38348,0.0856575075813368,0.898877293045512,0.76908659962262
"76","Picrotoxinin",7.05798,0.540323922538515,0.330612336552887,0.530548797359917
"77","Saccharin",6.83,0.606203114121534,0.0582196829304615,0.904241205226587
"78","N-Acetylmannosamine",6.8206,0.400913496125577,0.588812191928152,0.146320782857894
"79","Penicillic Acid",6.49417,0.613123306899559,0.349820784074229,0.620274341204268
"80","Quinolinate",6.48479,0.397404401710775,0.546259424374894,0.171969370228686
"81","N-Acetyl-L-Histidine",5.93666,0.492180371211062,0.0636197214330432,0.745932917557522
"82","Traumatic Acid",5.73578,1.26367443314404,0.812270795285939,1.21269048804057
"83","PGE3",5.63598,0.831667151063987,0.310494306789931,0.959468673292083
"84","Nicotinamide",5.58463,0.236619315615639,0.756723838182998,0.881470746641358
"85","Xanthurenic acid",5.31355,0.594865185667538,0.335806944911881,0.604392991787106
"86","N-Acetylaspartylglutamate NAAG",5.31187,0.383129895743624,0.211295778619101,0.392855582293225
"87","N-Acetyl-L-phenylalanine",4.8008,0.323317034832633,0.4845759547806,0.808836761983987
"88","Palmitic acid",4.77467,0.372931028168055,0.0263198074283537,0.511540276977608
"89","Pimelic acid",4.73672,0.334070939919336,0.620793078281481,0.0282097506600717
"90","Sulfaphenazole",4.73038,0.343424402459997,0.388577087512807,0.208722827693184
"91","Nilutamide",4.51455,0.245187769812108,1.06250713337073,0.416283537704897
"92","N-Carboxyethyl-.gamma.-aminobutyric acid",4.45892,0.348333525723828,0.56398045662978,0.0894062880630225
"93","Sarcosine",4.42958,0.0862322091537129,1.12369436216206,0.931784330623293
"94","Salicylic acid",4.12581,0.464709142659671,0.415395630156401,0.361938798996788
"95","Suberic acid",3.78173,0.0719766652907897,0.529386128456352,0.483572442404355
"96","p-Cresol",3.73267,0.51037710067778,0.496113253384708,0.368780196209166
"97","Pelargonic acid",3.45873,0.283266592124802,0.357906330398818,0.145233311033435
"98","Phenylpropionylglycine",3.34338,0.374380680367232,0.201089446138461,0.67734912987417
"99","N-Acetyl-D-Glucosamine 6-Phosphate",3.24172,0.553176234790291,0.871543202261885,0.159332194136154
"100","Pinosylvin",3.08759,0.575438237164027,1.02471113245259,0.080710707089364
"101","Photinus luciferin",3.02085,0.305683325418764,0.013284118536869,0.425267249890092
"102","Pantothenol",2.98368,0.18254394779551,0.226502460360805,0.422761358299168
"103","Pravastatin",2.97461,0.181852591373763,0.651165266477505,0.210189436668851
"104","N-Acetyl-L-alanine",2.84967,0.275014091143817,0.186101348190378,0.257202888290127
"105","Uric acid",2.76765,0.306147716473529,0.714368967967012,0.0788904581299111
"106","pregnenolone sulfate",2.45844,0.222604795470918,0.409525612982655,0.0217736810732446
"107","p-Hydroxycinnamaldehyde",2.44943,0.144934793657672,0.390784091788426,0.0752164958058071
"108","Phenylacetylglycine",2.42354,0.758941024459692,0.0911579072419035,1.14522714798281
"109","Xylitol",2.3848,0.224511084516301,0.239321840759106,0.491689968582856
"110","Nitrofurantoin",2.28969,0.273089555612172,0.441507007728104,0.0705596187846106
"111","Vanillin",2.25565,1.31014825562676,0.00984504565608487,1.87076623369422
"112","Nname,cis-9,10-Epoxystearic acid",2.18882,0.213487499892289,0.524649537568365,0.681460077241163
"113","Salicyluric acid",2.07148,0.372264043884195,1.54086653420724,0.579962530707284
"114","Norethindrone Acetate",2.01988,0.499113345859951,0.953803647305666,0.0231962037871158
"115","Sulfamethoxypyridazine",1.92779,0.280675705545229,0.519263911328133,0.0253617696866837
"116","Taurocholate",1.77297,0.0896635035573824,0.524882422467779,0.250397457794704
"117","Parthenolide",1.64825,0.513117225779714,0.538705584094767,0.342009267474752
"118","Naringin",1.60749,0.0544286984668338,0.324444583034657,0.311041785138437
"119","Propionylglycine",1.51999,0.583880322130249,0.187055405867144,0.695876098649697
"120","Perseitol",1.51788,0.0459699215308057,0.543657421066107,0.326070286367873
"121","Taurochenodeoxycholate",1.3798,0.283933299646044,0.0825223321379112,0.463313710608053
"122","Oxazepam",1.37843,0.0430445857804097,0.366956936311332,0.202997829942082
"123","Xanthine",1.28954,0.0772080299322674,0.294562580383897,0.102272776735293
"124","Thymidine",1.20715,0.276072915561439,1.40769818725647,0.620905500575242
"125","Vindoline",1.19818,0.0632030212808109,0.388304367627713,0.189693871551161
"126","Pyruvaldehyde",1.19122,0.116674492191055,0.665717655227893,0.313383346414875
"127","Sildenafil",1.10971,0.220259571861514,0.0216291277795941,0.328891912535118
"128","S-Methyl-5'-thioadenosine",0.90726,0.053062415074176,0.270961789736434,0.270587806255401
"129","N-Acetyl-beta-alanine",0.85988,0.154091727230983,0.0336583387556486,0.194958678403402
"130","Oxalate",0.74594,0.112789939876816,0.148665563650681,0.267490043948877
"131","Salicylamide",0.65141,0.0380938091410802,0.450626127439184,0.270286535459486
"132","N-Acetylglucosamine 1-phosphate",0.64696,0.140049166085777,0.243439933704394,0.0239293451223546
"133","Taurine",0.57307,0.0794047101313685,0.199480707710542,0.256589374877914
"134","Suberylglycine",0.55628,0.147991965516288,0.0477499178527094,0.176135122623441
"135","Pentobarbital",0.52415,0.225708746432009,0.400133664250374,0.0329517324635177
"136","Vanillic acid",0.50921,0.205684353697866,0.271880175798421,0.0968164841377219
"137","Tyramine",0.50117,0.251004979464722,0.222210862898491,0.197049317726352
"138","Phosphocreatine",0.44855,0.134477049065041,0.505771203233532,0.172889391831829
"139","Phosphorylcholine",0.32955,0.149104456643391,0.138690046644767,0.112235914613878
"140","Phenylpyruvate",0.30974,0.254155703494825,0.345825147592114,0.112522356208133
"141","Sulpiride",0.21864,0.0920175475679476,0.0304012759362792,0.152784888525963
"142","sn-Glycerol 3-phosphoethanolamine",0.1152,0.031533991837073,0.144143962988043,0.0589344076788395
