"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"Sedoheptulose",0.90236125156545,0.886399753999675,0.899879867970978,0.929281228194895,0.933230548743994
"Scytalone",1.09254132604847,1.12986701596397,1.15075923110021,1.15056181038536,1.14919085133671
"Salicyluric acid",0.372264043884195,0.705006541392703,0.880555167471192,0.879552413277645,0.889263604403081
"Xanthopterin",2.45889205613083,2.39065659287378,2.37245891923702,2.37660183465044,2.37799403992194
"N-Acetyl-L-aspartic acid",1.10933130049135,1.07921033759994,1.07986344943718,1.07697702873652,1.07528613109814
"N-Acetyl-L-Histidine",0.492180371211062,0.479714959871514,0.497744246078303,0.496633447628949,0.499485917032252
"Theobromine",2.09445336196891,2.05998489932716,2.0464313083816,2.03977021536355,2.03891453742849
"Saccharin",0.606203114121534,0.596033532833772,0.597171744807874,0.593841922009179,0.604604505840264
"Phenacemide",1.80791412672869,1.76362379638035,1.74352354123218,1.7366452158401,1.73472458706456
"Sebacic acid",0.36459981949978,0.356020087135964,0.368530719411793,0.366555909382457,0.370318595923017
"N-Acetylmannosamine",0.400913496125577,0.435584611201047,0.43357548045577,0.431223413150484,0.4320344999784
"Xanthurenic acid",0.594865185667538,0.586090316389107,0.586064652370259,0.60109275497937,0.60025331266093
"Pantothenol",0.18254394779551,0.279057441598173,0.413966051124016,0.411718921937002,0.415631100855506
"N-Acetyl-L-phenylalanine",0.323317034832633,0.321057683136745,0.318597272336529,0.31709682016316,0.337082492148661
"Phosphocreatine",0.134477049065041,0.138023098083957,0.211558382979263,0.212204132307421,0.233908482014872
"sn-Glycerol 3-phosphoethanolamine",0.031533991837073,0.042424582446917,0.047539498128866,0.105241715139611,0.105099157962089
"O-Succinyl-L-homoserine",0.964786713209921,0.943889103118182,0.940636345966475,0.937390806667613,0.936087746455394
"Pantothenate",0.58557813552503,0.569459855840621,0.567013104999077,0.569923288554296,0.569544930558845
"Primidone",0.208901501006779,0.204914314609624,0.263959270545561,0.273345443585578,0.275351827780014
"O-Phospho-L-threonine",0.715465993433149,0.695521670207986,0.693566128306552,0.697333674891963,0.69778355576706
"Stavudine",2.96381532723863,2.88705652085518,2.85615904706667,2.84142459257479,2.8370686917372
"Traumatic Acid",1.26367443314404,1.25875375733823,1.24450378023734,1.24699476022233,1.24730591027356
"Phenylpropionylglycine",0.374380680367232,0.457962593548063,0.468821744111043,0.466664489630234,0.46600258371757
"Tetrahydrobiopterin",0.800275478847979,0.831623876568262,0.822267297147934,0.817679602298414,0.81674070618215
"N-Acetyl-D-glucosamine",1.02758989336616,1.04289385831139,1.03177381585364,1.02596840875813,1.02566036145362
"Phosphorylcholine",0.149104456643391,0.211189651864819,0.236715309301984,0.23699174454242,0.237632792702426
"Pseudouridine",0.441718979255812,0.429898681279742,0.425427281473406,0.425094251122743,0.426751952450766
"Ribulose 5-phosphate",1.89724823471534,1.85465748218137,1.83562043324536,1.8256616328969,1.82308019111336
"Pyridoxamine 5'-phosphate",0.655013412225298,0.638678654598152,0.63192165544993,0.628398278023724,0.627485631091612
"Suberylglycine",0.147991965516288,0.244984843077561,0.247147620913696,0.246832953363329,0.247927406905134
"N-Acetyl-DL-methionine",0.142200938694483,0.138327490645916,0.145950540373429,0.145188594533243,0.152937986733465
"Pectin Galacturonic acid",1.26984670045211,1.3061238013058,1.29644746887164,1.29541165304956,1.2934975688661
"Palmitic acid",0.372931028168055,0.390578053703304,0.413802947391116,0.413922035361379,0.416523632984618
"Salsalate",0.47618104188772,0.481928542039201,0.476544858936045,0.474216484741688,0.478192773866712
"Thymidine",0.276072915561439,0.290068913435738,0.297414512152903,0.2965108359463,0.297130745404625
"Propionylglycine",0.583880322130249,0.576001028608774,0.664995029688045,0.662321287336345,0.663725234082406
"Pinosylvin",0.575438237164027,0.628550207177193,0.662758149489601,0.661489342944581,0.663716239850943
"Perseitol",0.0459699215308057,0.283409462606137,0.331990015654616,0.334868892372014,0.335590894306665
"Tridecanoic acid Tridecylic acid",1.09022944913486,1.05993340165805,1.04852184055615,1.04329674983466,1.04165572905272
"Ribothymidine",0.861804382116529,0.847888046484155,0.886791913473289,0.882945741973003,0.883714422750093
"Pantetheine",0.980058836547329,0.952673465642733,0.951144545040188,0.94950080341307,0.948038373506596
"Oleic acid",0.601681329343344,0.586888920940097,0.582448284850191,0.587800531953891,0.602863968043908
"Xanthosine",0.86367504528227,0.872719049027564,0.899063556177651,0.901155119098436,0.900109662063042
"Stearic acid",1.22026553937844,1.19894086840611,1.18526919270081,1.18456450807508,1.18271560738503
"Pentobarbital",0.225708746432009,0.246840761867063,0.251684931076975,0.26442411570166,0.278446887519214
"Photinus luciferin",0.305683325418764,0.344830342454225,0.345858052525208,0.359406072118278,0.359301936187323
"Sepiapterin",0.232813183812374,0.229999673574662,0.257760098582819,0.283940808017441,0.286033997995777
"Nitrofurantoin",0.273089555612172,0.268001117103244,0.266608566838732,0.300127022657912,0.300380780652292
"Nname,cis-9,10-Epoxystearic acid",0.213487499892289,0.278821717580647,0.302683402744339,0.301021495250398,0.304541688158501
"N-Acetylglucosamine 1-phosphate",0.140049166085777,0.161497620662324,0.166197106677111,0.17436187068193,0.179915047899038
"Salidroside",0.454142818801189,0.492944001580416,0.508853219566774,0.512542850979646,0.512619810578978
"N-Acetyl-D-Glucosamine 6-Phosphate",0.553176234790291,0.549435572785574,0.548454656357263,0.554862253796291,0.554916145976615
"Oxazepam",0.0430445857804097,0.232195324130713,0.243546286871068,0.301873035727794,0.302191602716018
"N-Acetylaspartylglutamate NAAG",0.383129895743624,0.37905598990976,0.377813491141383,0.378456588149307,0.377864284680618
"Xylitol",0.224511084516301,0.242890322282954,0.285768053708056,0.28977985345398,0.290083566810058
"Pyridoxal 5'-phosphate",0.850165581225913,0.852705020298917,0.853078421608587,0.848299148838842,0.847088944003586
"N-Acetylneuraminic acid",0.500609221774294,0.487302784920951,0.483795426933414,0.482142110056975,0.481795001139358
"Prunasin",0.540044925346415,0.540813541044469,0.583855891961815,0.59542503194975,0.596859159792132
"Picrotoxinin",0.540323922538515,0.531758739831474,0.52604292613468,0.52332419416401,0.523861242641876
"Sulfaphenazole",0.343424402459997,0.336084754755062,0.344579873781395,0.344866352517774,0.344628426837304
"S-Methyl-5'-thioadenosine",0.053062415074176,0.192553324390842,0.284867060957913,0.2927933429239,0.295217873347135
"Nicotinate D-ribonucleotide",0.941897412066191,0.916434098402716,0.905851801623294,0.900833745888224,0.900058623164073
"Nilutamide",0.245187769812108,0.243867420703229,0.24565013842543,0.254570565478031,0.254609263451901
"Temazepam",0.650861011594057,0.660731301548478,0.663726381582429,0.66576153153682,0.664875758384594
"p-Hydroxyphenylbutazone",0.59567089812905,0.582387084174884,0.57929678324436,0.580442805125317,0.579911454701246
"S-Nitroso-L-glutathione",1.91044033389081,1.8773461012818,1.85835716245829,1.84791744948906,1.84501231691521
"Sulfamethoxypyridazine",0.280675705545229,0.28347507322478,0.32765489742297,0.328192332284393,0.32775463324258
"Norethindrone Acetate",0.499113345859951,0.494090705305148,0.488408244280706,0.485880617894345,0.485282255888385
"Sucrose",0.78144671076691,0.760820997205666,0.755721624915382,0.751493361221314,0.750805343140055
"Sinigrin",1.20923671001583,1.18158308379666,1.1681376949257,1.16172286943022,1.16242460600405
"Uridine 5'-monophosphate UMP",0.862345278734129,0.839484639502939,0.837700783390323,0.833844423275577,0.834238037413396
"Sulpiride",0.0920175475679476,0.101966686280715,0.176954230759092,0.176728332832985,0.17817692458967
"Perindopril",1.00069131516915,0.982697670210585,0.981434492739668,0.982616518958016,0.981208539102874
"Rosiglitazone",1.02556141028898,1.12870521307158,1.14970092249033,1.14514532721264,1.14347919896636
"Thiamine monophosphate",0.858690671336291,0.834782227957362,0.837239898945003,0.848146742043349,0.846960891760795
"Phenylacetylglycine",0.758941024459692,0.784733027692147,0.80648642803391,0.887952419402159,0.887070756046053
"Nafcillin",1.22867815924953,1.19464412456195,1.19275006320002,1.18608136830976,1.18476955567761
"pregnenolone sulfate",0.222604795470918,0.236641366621819,0.285735155743682,0.289928367482754,0.302843706281049
"PGE3",0.831667151063987,0.846943719975799,0.865136960799918,0.872911051288967,0.875128181263727
"Pravastatin",0.181852591373763,0.178906748394939,0.308070565892406,0.337677480101251,0.347258803342207
"N-Formylmethionyl-Leucylphenylalanine",0.647153790390229,0.642996447202088,0.636002117274242,0.639273428605498,0.640981345779654
"Vindoline",0.0632030212808109,0.170738574425077,0.175239640265859,0.196542628430776,0.219197617518231
"Troglitazone",0.0856575075813368,0.0999396408125684,0.148279614800079,0.154055812659467,0.154391437332232
"Tamsulosin",1.38577470064506,1.35922744183947,1.35157296711333,1.34517387466891,1.34516248455672
"Taurolithocholic acid",1.25662495684541,1.22407456276842,1.21310318141647,1.21772694330293,1.2160572461601
"Nomilin",1.28735551752003,1.25336936367306,1.2693677361787,1.28328986989119,1.28158623100588
"Parthenolide",0.513117225779714,0.509984391457508,0.50729474920447,0.518430612725633,0.521595686860185
"Taurochenodeoxycholate",0.283933299646044,0.289848323290564,0.287560542044377,0.29679673325584,0.299289242686496
"Sildenafil",0.220259571861514,0.219343947943751,0.263157598190546,0.301941047296264,0.309568052433573
"Taurocholate",0.0896635035573824,0.204035676347305,0.263035898905859,0.333908418734475,0.340266795813577
"Raffinose",1.3536419834428,1.32342886175587,1.31273804528412,1.3061597160321,1.30412458027669
"Phenethyl Caffeiate",1.76852320261624,1.72680699119307,1.70838674468825,1.6989025859488,1.69633333801827
"Naringin",0.0544286984668338,0.197729145460326,0.203431164907894,0.206537018853391,0.208879526471927
"Stachyose",0.881320456837088,0.862145589491275,0.857879635813344,0.853074042092991,0.854173919048483
